10922718	10265164	-1	0
22966596	7343430	-1	1
20378673	5935063	-1	1
3298288	15340278	-1	0
1307907	13139267	-1	0
827646	10384705	-1	1
4988270	19926877	-1	1
11156659	3575255	-1	0
1787391	23241192	-1	1
11622990	9717674	-1	0
5090669	19722336	-1	1
20162871	1953115	-1	1
860848	14263421	-1	1
808361	8080017	-1	1
8688357	7524607	-1	1
3086853	254725	-1	0
22832422	11149084	-1	1
6061402	21442625	-1	1
1741919	20826358	-1	1
19950034	3436001	-1	1
23124633	2235431	-1	1
2362445	670011	-1	1
20164979	7842021	-1	1
7093301	12048547	-1	0
3616724	1663419	-1	1
16540473	5667973	-1	1
20913493	10337386	-1	1
22986029	9361117	-1	0
18047482	23354285	-1	0
22807014	18221863	-1	1
12044335	12821749	-1	1
7542015	6596328	-1	0
18192940	20637944	-1	0
23036596	6190167	-1	1
21642217	2967952	-1	0
11622990	14291851	-1	1
2860973	743715	-1	0
21715891	15890129	-1	0
390532	638963	-1	1
12741414	21644802	-1	0
1914865	3260787	-1	0
5946267	3888637	-1	0
704314	5636800	-1	1
151885	10912333	-1	1
13450574	2684283	-1	0
7938416	19842959	-1	1
18600188	14386499	-1	0
9913187	22307321	-1	1
254039	12937087	-1	0
9929396	317857	-1	0
17957004	18347504	-1	0
11560551	689011	-1	1
8931241	18600879	-1	1
5953607	14390570	-1	1
13289545	6320837	-1	0
6988217	21302551	-1	1
18600879	793635	-1	1
340064	21370186	-1	1
22323688	7044674	-1	0
6847452	13927065	-1	1
5313536	7872661	-1	1
3229363	7682647	-1	1
20142708	19868415	-1	0
20784790	16002345	-1	0
18051587	4776598	-1	0
15679088	3541461	-1	1
1708100	23641084	-1	1
267366	7401182	-1	0
14341903	20663365	-1	0
3410039	8452131	-1	0
18542300	616260	-1	1
11645345	18935086	-1	0
4960417	11018792	-1	0
18471152	13822269	-1	1
23299439	23594635	-1	1
19950034	20052285	-1	1
7409728	5933078	-1	1
11986407	9398847	-1	0
9996802	14878607	-1	1
20708362	1038900	-1	0
2386120	18733556	-1	1
11275834	2676362	-1	0
8452131	2401142	-1	0
4114529	16227459	-1	1
21837100	17116122	-1	1
6622146	6790585	-1	0
4407823	17267601	-1	1
18492103	21493541	-1	0
15742104	13237415	-1	0
615357	15072228	-1	1
4629671	16879560	-1	0
5036265	11032544	-1	1
15396083	15759378	-1	1
17467385	19886621	-1	1
20059162	1292366	-1	1
21150258	658946	-1	0
4894708	6128265	-1	1
2705336	9540291	-1	1
6569409	9918989	-1	1
8212984	13744886	-1	0
19963744	13496394	-1	0
22832422	8759736	-1	1
18733556	17729553	-1	1
7005226	2520215	-1	0
20805582	20436817	-1	1
22880847	13438575	-1	1
19210936	9945506	-1	0
1919602	6028953	-1	0
23574216	17212288	-1	1
3945057	17217414	-1	0
17374904	20601755	-1	1
12206255	8558409	-1	1
14843540	15882289	-1	1
20080195	15805164	-1	0
15007015	8661929	-1	0
18349315	17930256	-1	1
9186582	23294396	-1	1
20732948	13576759	-1	0
480017	11582923	-1	0
18133080	4591684	-1	0
22564546	9552054	-1	1
22447616	19189367	-1	1
4591684	1953115	-1	1
8558409	16987999	-1	1
12768281	4209926	-1	0
8624822	11032545	-1	1
19687458	12763612	-1	0
970144	8766831	-1	1
6988217	13812091	-1	1
14843583	14667831	-1	0
15854368	23563688	-1	0
19100233	10329098	-1	1
21195765	8143637	-1	0
587211	11591514	-1	0
475969	19994918	-1	0
20023016	10315160	-1	0
18314468	1692778	-1	0
19279420	8924519	-1	0
19606201	14975464	-1	0
7898667	15007015	-1	0
8352956	6120970	-1	1
3153908	8080017	-1	0
4961125	23609709	-1	0
9909126	17984312	-1	1
9705209	2941028	-1	1
18196382	4784786	-1	0
8258909	21754660	-1	1
14183084	19251430	-1	1
22447616	8568973	-1	0
4721547	16351776	-1	1
17217414	20514960	-1	1
5557048	23439557	-1	1
5090669	1160946	-1	0
20210697	15774654	-1	0
22306604	20870396	-1	1
7996909	5132884	-1	1
15849787	9033640	-1	0
9819955	7034888	-1	0
5097360	16005066	-1	0
14058408	12682066	-1	1
13354574	3791822	-1	0
21481555	13529502	-1	1
15597101	392357	-1	1
22625096	14511387	-1	0
20929406	21204167	-1	1
255401	49834	-1	0
18034373	11188584	-1	0
5910211	7922492	-1	1
14386499	7386971	-1	1
18820147	10252056	-1	0
2241900	15707123	-1	0
3096692	16865047	-1	1
15858892	186569	-1	0
2056082	665978	-1	1
19260977	15612870	-1	0
5807569	10313620	-1	0
16478537	17901734	-1	0
19953390	9834214	-1	0
4681906	11995931	-1	0
20331164	7235121	-1	0
3452556	7794666	-1	0
20741536	16351776	-1	1
12473411	11572565	-1	1
6908540	15410299	-1	0
827646	2329317	-1	0
21456138	18034360	-1	0
22135200	2012592	-1	1
21807525	4317626	-1	1
22165218	4309920	-1	0
484360	6692645	-1	0
11314012	4518934	-1	1
831649	16749958	-1	1
9585279	20861926	-1	0
23161666	6037299	-1	0
20517803	8660836	-1	0
6056798	2396214	-1	1
19279820	14878607	-1	1
14412812	7044674	-1	1
6171405	9118411	-1	1
1214974	13216961	-1	1
3058819	821218	-1	0
8352956	21679395	-1	1
14945924	4921001	-1	0
1949890	9183056	-1	0
12384825	15480455	-1	1
12328424	11603577	-1	1
145197	2684285	-1	0
587124	3078767	-1	1
22423727	1820410	-1	1
9168699	18850012	-1	0
9261775	12682066	-1	1
22363264	9013668	-1	1
691247	3767765	-1	0
15999201	2819354	-1	0
16583451	11066055	-1	1
21150258	14840321	-1	1
18121763	9516458	-1	0
1655163	9312243	-1	0
8544629	19436818	-1	1
1630148	8665323	-1	0
6644757	14310068	-1	1
14212319	4489007	-1	0
10298327	1961734	-1	0
17793612	9130585	-1	1
15999201	7954779	-1	1
793635	18084457	-1	1
2860973	12744196	-1	0
9348293	19074021	-1	1
662799	9872510	-1	1
21722036	4684098	-1	1
10254165	17076233	-1	1
19392665	8500021	-1	0
16157869	5138483	-1	1
3520277	3525047	-1	0
7088303	16908849	-1	0
13660039	13335071	-1	1
19565152	6013590	-1	1
20924120	3753583	-1	1
13071869	23158910	-1	0
18790182	20517803	-1	1
557734	8611951	-1	1
3558514	20514960	-1	1
23267978	19578818	-1	0
17761371	21134287	-1	0
20870396	392357	-1	1
8558409	17965575	-1	1
23248619	16353456	-1	0
9059012	23169676	-1	0
15231592	813588	-1	1
4738885	11904056	-1	0
1684606	845651	-1	1
5751314	18099086	-1	1
23294396	2109483	-1	1
3517430	14479581	-1	1
11940679	2238217	-1	1
8612647	4260650	-1	1
6983973	23398987	-1	0
10909692	3959503	-1	1
23113416	849586	-1	0
1913136	23411499	-1	0
3287282	1162514	-1	0
17896475	9385633	-1	0
1349815	13299924	-1	1
20239268	10332951	-1	0
23370620	5995985	-1	0
21754658	11825739	-1	1
8018390	10819149	-1	0
20432135	12787570	-1	1
4519500	12384825	-1	1
5910211	13873860	-1	1
20544327	22447616	-1	0
419664	17722894	-1	1
14380467	19145296	-1	1
654964	10760907	-1	0
11335657	11796920	-1	0
18539085	482330	-1	1
21291602	2737487	-1	1
19240485	7237618	-1	1
6146145	14311145	-1	1
20870396	21454371	-1	1
4149290	8230744	-1	0
23677135	21161481	-1	0
3046106	22231008	-1	0
9794673	12887881	-1	0
14510383	22670950	-1	1
6829524	8121403	-1	0
18942517	9456659	-1	0
6190168	7999926	-1	1
10207809	19538929	-1	1
4382405	19290859	-1	1
2058785	4411141	-1	1
6568286	6856319	-1	0
17793612	792644	-1	1
19178250	567313	-1	0
22690093	1607807	-1	0
17314208	581756	-1	0
7518607	5084177	-1	0
5995233	7015918	-1	1
20508693	18845763	-1	1
11261440	2870670	-1	0
12660385	2742287	-1	1
2530584	21857917	-1	1
8023601	15758923	-1	1
19147301	6098865	-1	0
840277	14390570	-1	1
6361318	8359774	-1	0
21967215	17927694	-1	1
5680000	9725104	-1	0
20063872	18761618	-1	1
12296632	21276480	-1	1
11627705	246646	-1	0
8644603	9756366	-1	0
22363264	5829114	-1	1
901348	5157858	-1	0
16288270	18248689	-1	0
10177034	13438576	-1	1
765071	3109682	-1	1
100791	21361961	-1	1
10369570	23585932	-1	1
15295408	3352342	-1	0
17542341	5113796	-1	0
12524253	14778878	-1	1
390532	555928	-1	1
9150851	7330695	-1	1
17156131	10161744	-1	0
23247734	6191498	-1	1
4798331	18133461	-1	0
21234510	6304204	-1	0
22423727	10391639	-1	1
17817569	10387508	-1	0
16549081	16951198	-1	0
1854052	13927065	-1	1
18413512	21426410	-1	0
18662539	13816650	-1	1
11090449	5026545	-1	1
11940679	16930288	-1	1
763710	15700614	-1	0
6095507	13344859	-1	0
8195292	3765932	-1	0
14800928	778678	-1	0
3541461	14311145	-1	0
5815213	14024978	-1	1
3447266	4048013	-1	0
21456509	6147227	-1	0
16810590	23677119	-1	0
15953416	960757	-1	0
2867246	23004478	-1	1
23400221	7614574	-1	0
5774521	13534692	-1	0
5808067	2238217	-1	0
14776698	18457132	-1	1
2819354	17087524	-1	1
22625096	21592798	-1	0
3874060	764085	-1	1
20444225	4588203	-1	1
9186582	11156659	-1	0
18574455	2771573	-1	0
1180865	228925	-1	1
3298867	7999742	-1	0
14510383	17398520	-1	1
316364	5037610	-1	0
18962892	19691919	-1	0
15940692	3585152	-1	1
2386120	18733556	-1	1
16341630	15228322	-1	0
7409664	21407347	-1	1
15889430	15882289	-1	1
21321505	7655679	-1	1
14638475	40044	-1	0
1699613	13696846	-1	0
16872163	14650349	-1	0
3726610	33845	-1	1
21808206	18893033	-1	0
13834118	7419810	-1	0
3386551	17513478	-1	0
21857917	4928350	-1	1
2269290	834053	-1	0
4579205	861011	-1	1
9106740	159804	-1	0
19204595	23677131	-1	0
15512556	8018390	-1	1
23119494	3352340	-1	0
1156852	12328424	-1	0
15588201	4208869	-1	1
21565624	733283	-1	1
20183892	10091126	-1	0
19062635	8201873	-1	0
23677125	4961139	-1	0
3473669	13845913	-1	0
19424081	8848809	-1	0
17999460	850680	-1	1
18060085	10912333	-1	0
13862028	1851606	-1	1
11358360	21172450	-1	0
12721184	431295	-1	1
23290018	16076390	-1	1
16076390	11188584	-1	0
9956094	2214949	-1	0
7227024	15805163	-1	0
18954577	4238332	-1	0
2461168	9150482	-1	1
21956399	11334497	-1	0
13233448	2275418	-1	1
22438051	13952259	-1	1
12202844	5017412	-1	0
11981880	21250114	-1	0
3573436	22415294	-1	0
13336051	12440169	-1	1
8787103	13569444	-1	0
10158742	15035227	-1	0
13716732	16532304	-1	1
3788557	3709102	-1	0
7655020	22366639	-1	0
22525884	3067994	-1	1
461629	6908554	-1	1
5164563	1179431	-1	0
20054230	16981230	-1	1
9705209	668660	-1	1
458614	20436817	-1	0
5483488	18176214	-1	0
17385831	2638907	-1	1
19553864	18578541	-1	0
10548278	21139380	-1	0
15741989	19652844	-1	0
18400649	3501612	-1	0
4505945	13307307	-1	1
17573144	1458629	-1	1
1008332	4579115	-1	1
14386499	16006791	-1	1
